ID,Año,Título y Medio,Ocasión y Lugar,# representaciones,Última representación,GP compositor,Título,Medio,Ocasión,Lugar,Facebook live,Universidad de Chile,# Intérpretes GP H,# Intérpretes GP M,# Intérpretes GP ND
RMCh221_001,2013,"Preludio a la siesta de un fauno, recomposición [Poema sinfónico y ballet de Prélude à l’après-midi d’un faune de Claude Debussy](2013), mediometraje musical","Programa de Magíster en Musicología Latinoamericana, Instituto de Música de la Universidad Alberto Hurtado. El evento contó con la participación de Vicente Undurraga (crítico literario y editor)",1,2013-10-10,unknown,"Preludio a la siesta de un fauno, recomposición [Poema sinfónico y ballet de Prélude à l’après-midi d’un faune de Claude Debussy](2013), mediometraje musical",,Programa de Magíster en Musicología Latinoamericana,Instituto de Música de la Universidad Alberto Hurtado. El evento contó con la participación de Vicente Undurraga (crítico literario y editor),False,False,2.0,1.0,1.0
RMCh221_002,2013,Luz y penumbra (2002) para conjunto,"Temporada Oficial de Conciertos, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-04,male,Luz y penumbra (2002),conjunto,Temporada Oficial de Conciertos,Sala Isidora Zegers,False,True,1.0,0.0,1.0
RMCh221_003,2019,"Nada (2007) para conjunto, texto de Carlos Pezoa Véliz","Temporada Oficial de Conciertos, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2019-05-06,male,Nada (2007),"conjunto, texto de Carlos Pezoa Véliz",Temporada Oficial de Conciertos,Sala Isidora Zegers,False,True,1.0,0.0,1.0
RMCh221_004,2013,Carolitay (2011) para conjunto,"Temporada Oficial de Conciertos, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-04,male,Carolitay (2011),conjunto,Temporada Oficial de Conciertos,Sala Isidora Zegers,False,True,1.0,0.0,1.0
RMCh221_005,2013,"Como has cambiado pelona (2011) para conjunto, texto de Nicomedes Santa Cruz","Temporada Oficial de Conciertos, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-04,male,Como has cambiado pelona (2011),"conjunto, texto de Nicomedes Santa Cruz",Temporada Oficial de Conciertos,Sala Isidora Zegers,False,True,1.0,0.0,1.0
RMCh221_006,2013,"Canto negro (2012) para conjunto, texto de Nicolás Guillén","Temporada Oficial de Conciertos, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-04,male,Canto negro (2012),"conjunto, texto de Nicolás Guillén",Temporada Oficial de Conciertos,Sala Isidora Zegers,False,True,1.0,0.0,1.0
RMCh221_007,2013,Hombre pájaro (2012) para conjunto,"Temporada Oficial de Conciertos, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-04,male,Hombre pájaro (2012),conjunto,Temporada Oficial de Conciertos,Sala Isidora Zegers,False,True,1.0,0.0,1.0
RMCh221_008,2013,Loco renacer (2013) para conjunto,"Temporada Oficial de Conciertos, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-04,male,Loco renacer (2013),conjunto,Temporada Oficial de Conciertos,Sala Isidora Zegers,False,True,1.0,0.0,1.0
RMCh221_009,2013,"Cuatro danzas del sur del mundo (Gauchada, Cueca guaranga, Milongueña, Viento del Sur) (2002) para cuarteto de flautas","Temporada Oficial de Conciertos, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-11-11,male,"Cuatro danzas del sur del mundo (Gauchada, Cueca guaranga, Milongueña, Viento del Sur) (2002)",cuarteto de flautas,Temporada Oficial de Conciertos,Sala Isidora Zegers,False,True,0.0,0.0,0.0
RMCh221_010,2013,Invitación al vals (1994) para cuarteto de flautas y corno,"Música de Cámara en la Actualidad, Temporada Oficial de Conciertos del Departamento de Música y Sonología de la Facultad de Artes de la Universidad de Chile, Centro Cultural Gabriela Mistral",1,2013-11-05,male,Invitación al vals (1994),cuarteto de flautas y corno,Música de Cámara en la Actualidad,Temporada Oficial de Conciertos del Departamento de Música y Sonología de la Facultad de Artes de la Universidad de Chile,False,True,3.0,2.0,1.0
RMCh221_011,2014,Invitación al vals (1994) para cuarteto de flautas y corno,"XIV Festival Internacional de Música Contemporánea, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2014-01-14,male,Invitación al vals (1994),cuarteto de flautas y corno,XIV Festival Internacional de Música Contemporánea,Sala Isidora Zegers,False,True,3.0,2.0,1.0
RMCh221_012,2013,"Cinco danzas breves (Cha-cha-chá; Son cubano, Vals, Habanera, Rag –Time) (1998) para cuarteto de saxofones","Música de Cámara en la Actualidad, Temporada Oficial de Conciertos del Departamento de Música y Sonología de la Facultad de Artes de la Universidad de Chile",1,2013-11-19,male,"Cinco danzas breves (Cha-cha-chá; Son cubano, Vals, Habanera, Rag –Time) (1998)",cuarteto de saxofones,Música de Cámara en la Actualidad,Temporada Oficial de Conciertos del Departamento de Música y Sonología de la Facultad de Artes de la Universidad de Chile,False,True,4.0,0.0,1.0
RMCh221_013,2014,Marcha Rancho (de Suite latinoamericana) (1976-1978) para orquesta,"Conciertos de Verano, versión XIX, Quinta Vergara, Viña del Mar",1,2014-01-11,male,Marcha Rancho (de Suite latinoamericana) (1976-1978),orquesta,Conciertos de Verano,versión XIX,False,False,1.0,0.0,2.0
RMCh221_014,2014,Marcha Rancho (de Suite latinoamericana) (1976-1978) para orquesta,Iglesia del Santísimo Sacramento,1,2014-01-13,male,Marcha Rancho (de Suite latinoamericana) (1976-1978),orquesta,Iglesia del Santísimo Sacramento,,False,False,1.0,0.0,2.0
RMCh221_015,2014,Marcha Rancho (de Suite latinoamericana) (1976-1978) para orquesta,Basílica de la Merced,1,2014-01-14,male,Marcha Rancho (de Suite latinoamericana) (1976-1978),orquesta,Basílica de la Merced,,False,False,1.0,0.0,2.0
RMCh221_016,2014,Marcha Rancho (de Suite latinoamericana) (1976-1978) para orquesta,"Semanas Musicales de Frutillar, Teatro del Lago",1,2014-01-29,male,Marcha Rancho (de Suite latinoamericana) (1976-1978),orquesta,Semanas Musicales de Frutillar,Teatro del Lago,False,False,1.0,0.0,1.0
RMCh221_017,2013,"*Los caminos se alejan (2013) para recitante, flauta, clarinete, piano y vio lonchelo, texto de Rolando Cárdenas","PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Centro Cultural Gabriela Mistral (GAM)",1,2013-12-04,male,*Los caminos se alejan (2013),"recitante, flauta, clarinete, piano y vio lonchelo, texto de Rolando Cárdenas",PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,4.0,2.0,2.0
RMCh221_018,2013,"*Los caminos se alejan (2013) para recitante, flauta, clarinete, piano y vio lonchelo, texto de Rolando Cárdenas","PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Concurso de Perfeccionamiento en Composición dictado por Luca Belcastro, Sala SCD Bellavista",1,2013-12-10,male,*Los caminos se alejan (2013),"recitante, flauta, clarinete, piano y vio lonchelo, texto de Rolando Cárdenas",PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,4.0,2.0,2.0
RMCh221_019,2013,La puerta abierta hacia la noche (1969) para soprano y piano,"Primera Jornada de Música Contemporánea de Concepción, Aula Magna de la Universidad Católica de la Santísima Concepción",1,2013-11-04,male,La puerta abierta hacia la noche (1969),soprano y piano,Primera Jornada de Música Contemporánea de Concepción,Aula Magna de la Universidad Católica de la Santísima Concepción,False,False,0.0,1.0,1.0
RMCh221_020,2013,San Pedro trotó 100 años para coro,"2º Encuentro Coral “Homenaje a nuestras raíces del canto coral”, Sala Teatro, Corporación Cultural de las Condes",1,2013-10-04,unknown,San Pedro trotó 100 años,coro,2º Encuentro Coral “Homenaje a nuestras raíces del canto coral”,Sala Teatro,False,False,0.0,2.0,0.0
RMCh221_021,2013,"Doña Javiera Carrera, refalosa, para coro","2º Encuentro Coral “Homenaje a nuestras raíces del canto coral”, Sala Teatro, Corporación Cultural de las Condes",1,2013-10-05,unknown,"Doña Javiera Carrera, refalosa,",coro,2º Encuentro Coral “Homenaje a nuestras raíces del canto coral”,Sala Teatro,False,False,1.0,1.0,0.0
RMCh221_022,2013,Caliche (1956) para coro,"2º Encuentro Coral “Homenaje a nuestras raíces del canto coral”, Sala Teatro, Corporación Cultural de Las Condes",1,2013-10-04,unknown,Caliche (1956),coro,2º Encuentro Coral “Homenaje a nuestras raíces del canto coral”,Sala Teatro,False,False,1.0,1.0,0.0
RMCh221_023,2013,Tres tonadas de carácter popular chileno (1918-1922) para piano,"Actividades conmemorativas del aniversario Nº 171 de la Universidad de Chile, Teatro Falabella, Providencia",1,2013-10-28,unknown,Tres tonadas de carácter popular chileno (1918-1922),piano,Actividades conmemorativas del aniversario Nº 171 de la Universidad de Chile,Teatro Falabella,False,True,0.0,1.0,0.0
RMCh221_024,2013,Tonadas de carácter popular chileno (1928-1922) versión para guitarra,"Presentación resultados proyecto CONICYT FP 12032 “Los intérpretes musicales en la Revista Musical Chilena: solistas, directores y conjuntos”; Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-11-29,unknown,Tonadas de carácter popular chileno (1928-1922) versión,guitarra,Presentación resultados proyecto CONICYT FP 12032 “Los intérpretes musicales en la Revista Musical Chilena: solistas,directores y conjuntos”; Sala Isidora Zegers,False,True,1.0,0.0,0.0
RMCh221_025,2013,"*La casa de las servidoras de las musas (2013), ópera del cuerpo en un acto y cuatro escenas para tres actrices, soprano, violonchelo y un percusionista","X Festival Internacional de Música Contemporánea Darwin Vargas, Instituto de Música de la Pontificia Universidad Católica de Valparaíso (PUCV), Parque Cultural de Valparaíso",1,2013-10-14,male,"*La casa de las servidoras de las musas (2013), ópera del cuerpo en un acto y cuatro escenas","tres actrices, soprano, violonchelo y un percusionista",X Festival Internacional de Música Contemporánea Darwin Vargas,Instituto de Música de la Pontificia Universidad Católica de Valparaíso (PUCV),False,False,3.0,4.0,2.0
RMCh221_026,2013,"*Sinfonía orgánica 2013 (1. La madera espiritual; 2. La piedra fundamental, 3. El agua del alma, 4. El papel sobre el corazón), Ritual de la naturaleza sobre un poema de Elikura Chihuailaf Aun deseo soñar en este valle (2013) para percusión, coro femenino y orquesta de cuerdas","X Festival Internacional de Música Contemporánea Darwin Vargas, Instituto de Música de la Pontificia Universidad Católica de Valparaíso (PUCV), Parque Cultural de Valparaíso",1,2013-10-14,male,"*Sinfonía orgánica 2013 (1. La madera espiritual; 2. La piedra fundamental, 3. El agua del alma, 4. El papel sobre el corazón), Ritual de la naturaleza sobre un poema de Elikura Chihuailaf Aun deseo soñar en este valle (2013)","percusión, coro femenino y orquesta de cuerdas",X Festival Internacional de Música Contemporánea Darwin Vargas,Instituto de Música de la Pontificia Universidad Católica de Valparaíso (PUCV),False,False,5.0,6.0,2.0
RMCh221_027,2013,"Descenso al inframundo (2012) para duduk armenio, flautas dulces, quena, zampoña cromática, palawito, bajón cromático","PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Centro Cultural Gabriela Mistral (GAM)",1,2013-12-03,male,Descenso al inframundo (2012),"duduk armenio, flautas dulces, quena, zampoña cromática, palawito, bajón cromático",PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,6.0,1.0,1.0
RMCh221_028,2013,"Descenso al inframundo (2012) para duduk armenio, flautas dulces, quena, zampoña cromática, palawito, bajón cromático","PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, Sala SCD Vespucio",1,2013-12-06,male,Descenso al inframundo (2012),"duduk armenio, flautas dulces, quena, zampoña cromática, palawito, bajón cromático",PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,6.0,1.0,1.0
RMCh221_029,2013,Historia de una eternidad (2013) para sexteto vocal femenino,"PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Centro Cultural Gabriela Mistral (GAM)",1,2013-12-03,male,Historia de una eternidad (2013),sexteto vocal femenino,PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,1.0,5.0,1.0
RMCh221_030,2013,Historia de una eternidad (2013) para sexteto vocal femenino,"PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Concurso de Perfeccionamiento en Composición dictado por Luca Belcastro, Sala SCD Bellavista",1,2013-12-10,male,Historia de una eternidad (2013),sexteto vocal femenino,PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,1.0,5.0,1.0
RMCh221_031,2013,*Ultima alianza (2013) para coro,"PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Sala SCD Vespucio",1,2013-12-06,male,*Ultima alianza (2013),coro,PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,0.0,1.0,1.0
RMCh221_032,2013,*Ultima alianza (2013) para coro,"PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Sala Rubén Darío de la Universidad de Valparaíso",1,2013-12-11,male,*Ultima alianza (2013),coro,PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,0.0,1.0,1.0
RMCh221_033,2013,Two Surfaces (2013) para ensamble,"XXIII Festival de Música Contemporánea UC, Instituto de Música, Pontificia Universidad Católica de Chile, Sala A1, Centro Cultural Gabriela Mistral (GAM)",1,2013-11-21,male,Two Surfaces (2013),ensamble,XXIII Festival de Música Contemporánea UC,Instituto de Música,False,False,7.0,3.0,2.0
RMCh221_034,2013,Two Surfaces (2013) para ensamble,"Temporada Oficial, Sala Isidora Zegers, Facultad de Artes de la Universidad de Chile",1,2013-11-27,male,Two Surfaces (2013),ensamble,Temporada Oficial,Sala Isidora Zegers,False,True,7.0,3.0,2.0
RMCh221_035,2013,Caminando a Salzburgo (1991) para piano a cuatro manos,"Presentación-concierto del CD Música docta chilena, volumen 1, piano a cuatro manos, Instituto de Chile",1,2013-10-28,male,Caminando a Salzburgo (1991),piano a cuatro manos,Presentación-concierto del CD Música docta chilena,volumen 1,False,False,0.0,2.0,0.0
RMCh221_036,2014,"María, todo es María, canción mariana recopilada por el viajero francés Amédée François Frezier (siglo XVIII), edición y restauración crítica de Guillermo Marchant Espinoza","Ceremonia de donación a la Biblioteca Nacional del manuscrito original del Libro sesto, propiedad de Guillermo Marchant Espinoza (Q.E.P.D.), Sala América",1,2014-01-29,,"María, todo es María, canción mariana recopilada por el viajero francés Amédée François Frezier (siglo XVIII), edición y restauración crítica de Guillermo Marchant Espinoza",,Ceremonia de donación a la Biblioteca Nacional del manuscrito original del Libro sesto,propiedad de Guillermo Marchant Espinoza (Q.E.P.D.),False,False,1.0,0.0,1.0
RMCh221_037,2014,Seis minuetos anónimos del Libro sesto (siglo XVIII) transcritos por Guillermo Marchant Espinoza,"Ceremonia de donación a la Biblioteca Nacional del manuscri to original del Libro sesto, propiedad de Guillermo Marchant Espinoza (Q.E.P.D.), Sala América",1,2014-01-29,,Seis minuetos anónimos del Libro sesto (siglo XVIII) transcritos por Guillermo Marchant Espinoza,,Ceremonia de donación a la Biblioteca Nacional del manuscri to original del Libro sesto,propiedad de Guillermo Marchant Espinoza (Q.E.P.D.),False,False,1.0,0.0,1.0
RMCh221_038,2013,Aleadas (2011) para piano,"Presentación-concierto del CD Música docta chilena, volumen 1, piano a cuatro manos, Instituto de Chile",1,2013-10-28,male,Aleadas (2011),piano,Presentación-concierto del CD Música docta chilena,volumen 1,False,False,0.0,2.0,0.0
RMCh221_039,2013,El desvarío del apuntador (2013) para ensamble,"XXIII Festival de Música Contemporánea UC, Instituto de Música, Pontificia Universidad Católica de Chile, Sala A1, Centro Cultural Gabriela Mistral (GAM)",1,2013-11-20,male,El desvarío del apuntador (2013),ensamble,XXIII Festival de Música Contemporánea UC,Instituto de Música,False,False,8.0,6.0,1.0
RMCh221_040,2014,*perTUBAdo (2013) para tuba y piano,"XIV Festival Internacional de Música Contemporánea, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2014-01-15,male,*perTUBAdo (2013),tuba y piano,XIV Festival Internacional de Música Contemporánea,Sala Isidora Zegers,False,True,1.0,1.0,0.0
RMCh221_041,2013,*En el arrayán (2013) para violín,"PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Centro Cultural Gabriela Mistral (GAM)",1,2013-12-05,male,*En el arrayán (2013),violín,PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,0.0,0.0,1.0
RMCh221_042,2013,*Pranayama (2013) para orquesta; (2013),"Segundo premio Concurso de Composición Luis Advis, Consejo Nacional de la Cultura y las Artes, Centro Cultural Palace, Coquimbo",1,2013-10-05,unknown,*Pranayama (2013),orquesta; (2013),Segundo premio Concurso de Composición Luis Advis,Consejo Nacional de la Cultura y las Artes,False,False,0.0,1.0,1.0
RMCh221_043,2013,La caja mágica (2007) para piano,"Actividades conmemorativas del aniversario Nº 171 de la Universidad de Chile, Teatro Municipal de Santiago",1,2013-10-29,male,La caja mágica (2007),piano,Actividades conmemorativas del aniversario Nº 171 de la Universidad de Chile,Teatro Municipal de Santiago,False,True,0.0,1.0,0.0
RMCh221_044,2013,La consentida (cueca) (1961) en versión de coro,"Segundo Encuentro Coral “Homenaje a nuestras raíces del canto coral”, Sala Teatro, Corporación Cultural de Las Condes",1,2013-10-05,unknown,La consentida (cueca) (1961) en versión de coro,,Segundo Encuentro Coral “Homenaje a nuestras raíces del canto coral”,Sala Teatro,False,False,1.0,1.0,0.0
RMCh221_045,2013,"Citè (1. Cleo, 2. Dodoo, 3. Sonos)(2013) para clavecín, marimba, xilófono","X Festival Internacional de Música Contemporánea Darwin Vargas, Instituto de Música de la Pontificia Universidad Católica de Valparaíso (PUCV), Centro de Extensión Edificio Cousiño DUOC UC",1,2013-10-17,male,"Citè (1. Cleo, 2. Dodoo, 3. Sonos)(2013)","clavecín, marimba, xilófono",X Festival Internacional de Música Contemporánea Darwin Vargas,Instituto de Música de la Pontificia Universidad Católica de Valparaíso (PUCV),False,False,4.0,0.0,1.0
RMCh221_046,2013,*Cuarteto número 1 (2013) para cuarteto de contrabajos,"PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Centro Cultural Gabriela Mistral (GAM)",1,2013-12-05,unknown,*Cuarteto número 1 (2013),cuarteto de contrabajos,PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,4.0,0.0,1.0
RMCh221_047,2013,*Cuarteto número 1 (2013) para cuarteto de contrabajos,"PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Sala Rubén Darío de la Universidad de Valparaíso",1,2013-12-11,unknown,*Cuarteto número 1 (2013),cuarteto de contrabajos,PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,4.0,0.0,1.0
RMCh221_048,2013,Obertura ¡Esta señorita Trini! (1958) versión para dúo de guitarras,"Recital de guitarra, cátedra prof. Ernesto Quezada, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-07,unknown,Obertura ¡Esta señorita Trini! (1958) versión,dúo de guitarras,Recital de guitarra,cátedra prof. Ernesto Quezada,False,True,2.0,0.0,0.0
RMCh221_049,2013,Partita (1968) para oboe,"Concierto cátedra de oboe, prof. Rodrigo Herrera, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-15,male,Partita (1968),oboe,Concierto cátedra de oboe,prof. Rodrigo Herrera,False,True,1.0,0.0,0.0
RMCh221_050,2013,Concierto para violín y orquesta (1952),"Teatro Municipal de La Serena, La Serena",1,2013-11-09,male,Concierto,violín y orquesta (1952),Teatro Municipal de La Serena,La Serena,False,False,2.0,0.0,2.0
RMCh221_051,2013,"La vasija de barro (1950) para coro, texto Jorge Carrera","Concierto Homenaje a Guillermo Cárdenas. Presencia pedagógica en el canto coral chileno, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-26,unknown,La vasija de barro (1950),"coro, texto Jorge Carrera",Concierto Homenaje a Guillermo Cárdenas. Presencia pedagógica en el canto coral chileno,Sala Isidora Zegers,False,True,1.0,1.0,0.0
RMCh221_052,2013,Amanecer desde el olvido (2013) para ensamble de percusión,"PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Sala Rubén Darío de la Universidad de Valparaíso",1,2013-12-11,male,Amanecer desde el olvido (2013),ensamble de percusión,PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,5.0,0.0,1.0
RMCh221_053,2013,"Tríptico sinfónico (Tonada a Manuel Rodríguez, Romance a los Carrera y Canto a Bernardo O’Higgins) para orquesta","Celebración de Fiestas Patrias, Plaza Sotomayor de Antofagasta",1,2013-09-26,male,"Tríptico sinfónico (Tonada a Manuel Rodríguez, Romance a los Carrera y Canto a Bernardo O’Higgins)",orquesta,Celebración de Fiestas Patrias,Plaza Sotomayor de Antofagasta,False,False,1.0,0.0,2.0
RMCh221_054,2013,"Tríptico sinfónico (Tonada a Manuel Rodríguez, Romance a los Carrera y Canto a Bernardo O’Higgins) para orquesta","Conciertos Acordes Americanos, Teatro Municipal de Temuco",1,2013-10-18,male,"Tríptico sinfónico (Tonada a Manuel Rodríguez, Romance a los Carrera y Canto a Bernardo O’Higgins)",orquesta,Conciertos Acordes Americanos,Teatro Municipal de Temuco,False,False,1.0,0.0,1.0
RMCh221_055,2013,"Tríptico sinfónico (Tonada a Manuel Rodríguez, Romance a los Carrera y Canto a Bernardo O’Higgins) para orquesta",Teatro Universidad de Concepción,1,2013-10-26,male,"Tríptico sinfónico (Tonada a Manuel Rodríguez, Romance a los Carrera y Canto a Bernardo O’Higgins)",orquesta,Teatro Universidad de Concepción,,False,False,3.0,1.0,1.0
RMCh221_056,2013,Nochebuena (1935) tríptico para orquesta y coro,San Pedro de la Paz,1,2013-12-18,male,Nochebuena (1935) tríptico,orquesta y coro,San Pedro de la Paz,,False,False,1.0,1.0,1.0
RMCh221_057,2013,Nochebuena (1935) tríptico para orquesta y coro,Catedral de Chillán,1,2013-12-19,male,Nochebuena (1935) tríptico,orquesta y coro,Catedral de Chillán,,False,False,1.0,1.0,1.0
RMCh221_058,2013,Nochebuena (1935) tríptico para orquesta y coro,Gimnasio de la Universidad de Concepción,1,2013-12-20,male,Nochebuena (1935) tríptico,orquesta y coro,Gimnasio de la Universidad de Concepción,,False,False,1.0,1.0,1.0
RMCh221_059,2013,"*Origen (2013) para violín, violonchelo, guitarra, flauta, bailarina, artista marcial","PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones… Primaveras Latinoamericanas, VI Curso de Perfeccionamiento en Composición dictado por Luca Belcastro, Centro Cultural Gabriela Mistral (GAM)",1,2013-12-04,male,*Origen (2013),"violín, violonchelo, guitarra, flauta, bailarina, artista marcial",PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones… Primaveras Latinoamericanas,False,False,1.0,7.0,0.0
RMCh221_060,2013,"*Origen (2013) para violín, violonchelo, guitarra, flauta, bailarina, artista marcial","PRISMAS. Festival Permanente de Creación Latinoamericana, COPIU Germina. Cciones…Primaveras Latinoamericanas, Sala SCD Vespucio",1,2013-12-07,male,*Origen (2013),"violín, violonchelo, guitarra, flauta, bailarina, artista marcial",PRISMAS. Festival Permanente de Creación Latinoamericana,COPIU Germina. Cciones…Primaveras Latinoamericanas,False,False,1.0,7.0,0.0
RMCh221_061,2013,Súplica del justi (2013) para coro mixto; proyecto de Composición de Música Sacra 2013 “Soli Deo Gloria”,"XXIII Festival de Música Contemporánea UC, Instituto de Música, Pontificia Universidad Católica de Chile, Sala A1, Centro Cultural Gabriela Mistral (GAM)",1,2013-11-20,male,Súplica del justi (2013),coro mixto; proyecto de Composición de Música Sacra 2013 “Soli Deo Gloria”,XXIII Festival de Música Contemporánea UC,Instituto de Música,False,False,5.0,4.0,1.0
RMCh221_062,2013,Humorada (1998) para piano,"Presentación concierto del CD Música docta chilena, volumen 1, piano a cuatro manos, Instituto de Chile",1,2013-10-28,male,Humorada (1998),piano,Presentación concierto del CD Música docta chilena,volumen 1,False,False,0.0,2.0,0.0
RMCh221_063,2014,"Tres canciones corales (Lluvia, Nostalgia y Vecina) (1965-1966)","XIV Festival Internacional de Música Contemporánea, Concierto inaugural, Homenaje a Carlos Botto a 10 años de su fallecimiento, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2014-01-13,male,"Tres canciones corales (Lluvia, Nostalgia y Vecina) (1965-1966)",,XIV Festival Internacional de Música Contemporánea,Concierto inaugural,False,True,0.0,2.0,0.0
RMCh221_064,2013,"Canciones para una muñeca blanca (Preludio. Mantis, 1. Canción de los niños que se aman; 2. La casa borrada; 3. La noche de San Juan, 4. El amor, 5. Canción de la mantis) (2013) para mezzosoprano y piano","Concierto “Música joven para oídos nuevos”, Asociación Nacional de Compositores (ANC), Biblioteca Nacional",1,2013-12-12,male,Canciones,"una muñeca blanca (Preludio. Mantis, 1. Canción de los niños que se aman; 2. La casa borrada; 3. La noche de San Juan, 4. El amor, 5. Canción de la mantis) (2013)",Concierto “Música joven para oídos nuevos”,Asociación Nacional de Compositores (ANC),False,False,0.0,2.0,0.0
RMCh221_065,2013,"Clarinen III (1986, versión para clarinete y cinta) para flauta en Sol y electrónica","Gabinete de Electroacústica para la Música de Arte, Sala Isidora Zegers, Departamento de Música y Sonología, Facultad de Artes de la Universidad de Chile",1,2013-10-09,male,"Clarinen III (1986, versión",clarinete y cinta),Gabinete de Electroacústica para la Música de Arte,Sala Isidora Zegers,False,True,1.0,0.0,0.0
RMCh221_066,2013,"*Scherzo a la chilena (1977-2006) para trombón, violín, violonchelo y piano, obra de dicada a Cirilo Vila","X Festival Internacional de Música Contemporánea Darwin Vargas, Instituto de Música de la Pontificia Universidad Católica de Valparaíso (PUCV), Centro de Extensión Edificio Cousiño DUOC UC",1,2013-10-19,male,*Scherzo a la chilena (1977-2006),"trombón, violín, violonchelo y piano, obra de dicada a Cirilo Vila",X Festival Internacional de Música Contemporánea Darwin Vargas,Instituto de Música de la Pontificia Universidad Católica de Valparaíso (PUCV),False,False,4.0,0.0,0.0
